cat_value,level_1,direction,counts,n,freq,label,region,var,country
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(0, 3]",0,NS,505,924,0.5465367965367965,54.7 %,Basilicata,temperature,ITA
"(0, 3]",1,Negative,307,924,0.33225108225108224,33.2 %,Basilicata,temperature,ITA
"(0, 3]",2,Positive,112,924,0.12121212121212122,12.1 %,Basilicata,temperature,ITA
"(3, 6]",0,NS,1266,1979,0.6397170288024254,64.0 %,Basilicata,temperature,ITA
"(3, 6]",1,Negative,517,1979,0.2612430520464881,26.1 %,Basilicata,temperature,ITA
"(3, 6]",2,Positive,196,1979,0.09903991915108641,9.9 %,Basilicata,temperature,ITA
"(6, 9]",0,NS,2621,3729,0.7028694019844463,70.3 %,Basilicata,temperature,ITA
"(6, 9]",1,Negative,791,3729,0.21212121212121213,21.2 %,Basilicata,temperature,ITA
"(6, 9]",2,Positive,317,3729,0.08500938589434165,8.5 %,Basilicata,temperature,ITA
"(9, 12]",0,NS,2615,3707,0.7054221742649043,70.5 %,Basilicata,temperature,ITA
"(9, 12]",1,Negative,754,3707,0.20339897491232803,20.3 %,Basilicata,temperature,ITA
"(9, 12]",2,Positive,338,3707,0.09117885082276773,9.1 %,Basilicata,temperature,ITA
"(12, 15]",0,NS,1860,2706,0.6873614190687362,68.7 %,Basilicata,temperature,ITA
"(12, 15]",1,Negative,687,2706,0.25388026607538805,25.4 %,Basilicata,temperature,ITA
"(12, 15]",2,Positive,159,2706,0.058758314855875834,5.9 %,Basilicata,temperature,ITA
"(15, 18]",0,NS,1324,2178,0.6078971533516988,60.8 %,Basilicata,temperature,ITA
"(15, 18]",1,Negative,592,2178,0.27180899908172634,27.2 %,Basilicata,temperature,ITA
"(15, 18]",2,Positive,262,2178,0.12029384756657484,12.0 %,Basilicata,temperature,ITA
"(18, 21]",0,NS,1748,3058,0.5716154349247874,57.2 %,Basilicata,temperature,ITA
"(18, 21]",1,Negative,787,3058,0.25735775016350554,25.7 %,Basilicata,temperature,ITA
"(18, 21]",2,Positive,523,3058,0.171026814911707,17.1 %,Basilicata,temperature,ITA
"(21, 24]",0,NS,1340,2508,0.5342902711323764,53.4 %,Basilicata,temperature,ITA
"(21, 24]",1,Positive,597,2508,0.23803827751196172,23.8 %,Basilicata,temperature,ITA
"(21, 24]",2,Negative,571,2508,0.22767145135566189,22.8 %,Basilicata,temperature,ITA
"(24, 27]",0,NS,1370,2552,0.536833855799373,53.7 %,Basilicata,temperature,ITA
"(24, 27]",1,Positive,672,2552,0.26332288401253917,26.3 %,Basilicata,temperature,ITA
"(24, 27]",2,Negative,510,2552,0.19984326018808776,20.0 %,Basilicata,temperature,ITA
"(27, 30]",0,NS,800,1606,0.49813200498132004,49.8 %,Basilicata,temperature,ITA
"(27, 30]",1,Positive,485,1606,0.30199252801992527,30.2 %,Basilicata,temperature,ITA
"(27, 30]",2,Negative,321,1606,0.19987546699875466,20.0 %,Basilicata,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Basilicata,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(2, 4]",0,NS,921,1166,0.7898799313893653,79.0 %,Basilicata,absolute_humidity,ITA
"(2, 4]",1,Negative,167,1166,0.1432246998284734,14.3 %,Basilicata,absolute_humidity,ITA
"(2, 4]",2,Positive,78,1166,0.06689536878216124,6.7 %,Basilicata,absolute_humidity,ITA
"(4, 6]",0,NS,2089,2723,0.7671685640837311,76.7 %,Basilicata,absolute_humidity,ITA
"(4, 6]",1,Negative,448,2723,0.16452442159383032,16.5 %,Basilicata,absolute_humidity,ITA
"(4, 6]",2,Positive,186,2723,0.06830701432243849,6.8 %,Basilicata,absolute_humidity,ITA
"(6, 8]",0,NS,3796,5071,0.748570301715638,74.9 %,Basilicata,absolute_humidity,ITA
"(6, 8]",1,Negative,873,5071,0.1721553934135279,17.2 %,Basilicata,absolute_humidity,ITA
"(6, 8]",2,Positive,402,5071,0.07927430487083416,7.9 %,Basilicata,absolute_humidity,ITA
"(8, 10]",0,NS,3550,5093,0.6970351462792067,69.7 %,Basilicata,absolute_humidity,ITA
"(8, 10]",1,Negative,1036,5093,0.20341645395641075,20.3 %,Basilicata,absolute_humidity,ITA
"(8, 10]",2,Positive,507,5093,0.09954839976438248,10.0 %,Basilicata,absolute_humidity,ITA
"(10, 12]",0,NS,3340,4906,0.6807990216061965,68.1 %,Basilicata,absolute_humidity,ITA
"(10, 12]",1,Negative,972,4906,0.198124745209947,19.8 %,Basilicata,absolute_humidity,ITA
"(10, 12]",2,Positive,594,4906,0.1210762331838565,12.1 %,Basilicata,absolute_humidity,ITA
"(12, 14]",0,NS,2513,3608,0.6965077605321508,69.7 %,Basilicata,absolute_humidity,ITA
"(12, 14]",1,Negative,597,3608,0.16546563192904656,16.5 %,Basilicata,absolute_humidity,ITA
"(12, 14]",2,Positive,498,3608,0.13802660753880266,13.8 %,Basilicata,absolute_humidity,ITA
"(14, 16]",0,NS,1218,2024,0.6017786561264822,60.2 %,Basilicata,absolute_humidity,ITA
"(14, 16]",1,Negative,470,2024,0.23221343873517786,23.2 %,Basilicata,absolute_humidity,ITA
"(14, 16]",2,Positive,336,2024,0.16600790513833993,16.6 %,Basilicata,absolute_humidity,ITA
"(16, 18]",0,NS,724,1034,0.7001934235976789,70.0 %,Basilicata,absolute_humidity,ITA
"(16, 18]",1,Negative,230,1034,0.22243713733075435,22.2 %,Basilicata,absolute_humidity,ITA
"(16, 18]",2,Positive,80,1034,0.07736943907156674,7.7 %,Basilicata,absolute_humidity,ITA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Basilicata,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(3, 6]",0,NS,218,330,0.6606060606060606,66.1 %,Calabria,temperature,ITA
"(3, 6]",1,Positive,61,330,0.18484848484848485,18.5 %,Calabria,temperature,ITA
"(3, 6]",2,Negative,51,330,0.15454545454545454,15.5 %,Calabria,temperature,ITA
"(6, 9]",0,NS,926,1546,0.5989650711513583,59.9 %,Calabria,temperature,ITA
"(6, 9]",1,Negative,441,1546,0.28525226390685643,28.5 %,Calabria,temperature,ITA
"(6, 9]",2,Positive,179,1546,0.11578266494178525,11.6 %,Calabria,temperature,ITA
"(9, 12]",0,NS,1848,2786,0.6633165829145728,66.3 %,Calabria,temperature,ITA
"(9, 12]",1,Negative,611,2786,0.219310839913855,21.9 %,Calabria,temperature,ITA
"(9, 12]",2,Positive,327,2786,0.11737257717157215,11.7 %,Calabria,temperature,ITA
"(12, 15]",0,NS,2500,3685,0.6784260515603799,67.8 %,Calabria,temperature,ITA
"(12, 15]",1,Negative,780,3685,0.21166892808683854,21.2 %,Calabria,temperature,ITA
"(12, 15]",2,Positive,405,3685,0.10990502035278155,11.0 %,Calabria,temperature,ITA
"(15, 18]",0,NS,1481,2178,0.679981634527089,68.0 %,Calabria,temperature,ITA
"(15, 18]",1,Negative,621,2178,0.28512396694214875,28.5 %,Calabria,temperature,ITA
"(15, 18]",2,Positive,76,2178,0.03489439853076217,3.5 %,Calabria,temperature,ITA
"(18, 21]",0,NS,1224,2552,0.47962382445141066,48.0 %,Calabria,temperature,ITA
"(18, 21]",1,Negative,902,2552,0.35344827586206895,35.3 %,Calabria,temperature,ITA
"(18, 21]",2,Positive,426,2552,0.1669278996865204,16.7 %,Calabria,temperature,ITA
"(21, 24]",0,NS,1358,2706,0.5018477457501848,50.2 %,Calabria,temperature,ITA
"(21, 24]",1,Negative,688,2706,0.254249815225425,25.4 %,Calabria,temperature,ITA
"(21, 24]",2,Positive,660,2706,0.24390243902439024,24.4 %,Calabria,temperature,ITA
"(24, 27]",0,NS,1421,2640,0.5382575757575757,53.8 %,Calabria,temperature,ITA
"(24, 27]",1,Negative,652,2640,0.24696969696969698,24.7 %,Calabria,temperature,ITA
"(24, 27]",2,Positive,567,2640,0.21477272727272728,21.5 %,Calabria,temperature,ITA
"(27, 30]",0,NS,1055,1848,0.5708874458874459,57.1 %,Calabria,temperature,ITA
"(27, 30]",1,Positive,408,1848,0.22077922077922077,22.1 %,Calabria,temperature,ITA
"(27, 30]",2,Negative,385,1848,0.20833333333333334,20.8 %,Calabria,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Calabria,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Calabria,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Calabria,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Calabria,absolute_humidity,ITA
"(2, 4]",0,NS,260,330,0.7878787878787878,78.8 %,Calabria,absolute_humidity,ITA
"(2, 4]",1,Positive,44,330,0.13333333333333333,13.3 %,Calabria,absolute_humidity,ITA
"(2, 4]",2,Negative,26,330,0.07878787878787878,7.9 %,Calabria,absolute_humidity,ITA
"(4, 6]",0,NS,1245,1694,0.7349468713105076,73.5 %,Calabria,absolute_humidity,ITA
"(4, 6]",1,Negative,297,1694,0.17532467532467533,17.5 %,Calabria,absolute_humidity,ITA
"(4, 6]",2,Positive,152,1694,0.089728453364817,9.0 %,Calabria,absolute_humidity,ITA
"(6, 8]",0,NS,2339,3138,0.7453792224346718,74.5 %,Calabria,absolute_humidity,ITA
"(6, 8]",1,Negative,497,3138,0.15838113448056088,15.8 %,Calabria,absolute_humidity,ITA
"(6, 8]",2,Positive,302,3138,0.09623964308476737,9.6 %,Calabria,absolute_humidity,ITA
"(8, 10]",0,NS,3034,4411,0.6878258898209023,68.8 %,Calabria,absolute_humidity,ITA
"(8, 10]",1,Negative,907,4411,0.20562230786669689,20.6 %,Calabria,absolute_humidity,ITA
"(8, 10]",2,Positive,470,4411,0.10655180231240081,10.7 %,Calabria,absolute_humidity,ITA
"(10, 12]",0,NS,2780,4078,0.6817067189798921,68.2 %,Calabria,absolute_humidity,ITA
"(10, 12]",1,Negative,913,4078,0.22388425698871997,22.4 %,Calabria,absolute_humidity,ITA
"(10, 12]",2,Positive,385,4078,0.09440902403138794,9.4 %,Calabria,absolute_humidity,ITA
"(12, 14]",0,NS,2158,3366,0.6411170528817588,64.1 %,Calabria,absolute_humidity,ITA
"(12, 14]",1,Negative,854,3366,0.25371360665478315,25.4 %,Calabria,absolute_humidity,ITA
"(12, 14]",2,Positive,354,3366,0.1051693404634581,10.5 %,Calabria,absolute_humidity,ITA
"(14, 16]",0,NS,1849,2904,0.6367079889807162,63.7 %,Calabria,absolute_humidity,ITA
"(14, 16]",1,Negative,615,2904,0.21177685950413222,21.2 %,Calabria,absolute_humidity,ITA
"(14, 16]",2,Positive,440,2904,0.15151515151515152,15.2 %,Calabria,absolute_humidity,ITA
"(16, 18]",0,NS,1734,2838,0.6109936575052854,61.1 %,Calabria,absolute_humidity,ITA
"(16, 18]",1,Negative,622,2838,0.21916842847075405,21.9 %,Calabria,absolute_humidity,ITA
"(16, 18]",2,Positive,482,2838,0.16983791402396053,17.0 %,Calabria,absolute_humidity,ITA
"(18, 20]",0,NS,1147,1914,0.5992685475444096,59.9 %,Calabria,absolute_humidity,ITA
"(18, 20]",1,Negative,448,1914,0.23406478578892373,23.4 %,Calabria,absolute_humidity,ITA
"(18, 20]",2,Positive,319,1914,0.16666666666666666,16.7 %,Calabria,absolute_humidity,ITA
"(20, 22]",0,NS,457,770,0.5935064935064935,59.4 %,Calabria,absolute_humidity,ITA
"(20, 22]",1,Negative,243,770,0.3155844155844156,31.6 %,Calabria,absolute_humidity,ITA
"(20, 22]",2,Positive,70,770,0.09090909090909091,9.1 %,Calabria,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Campania,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Campania,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Campania,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Campania,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Campania,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Campania,temperature,ITA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Campania,temperature,ITA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Campania,temperature,ITA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Campania,temperature,ITA
"(3, 6]",0,Positive,0,0,0.0,0.0 %,Campania,temperature,ITA
"(3, 6]",1,Negative,0,0,0.0,0.0 %,Campania,temperature,ITA
"(3, 6]",2,NS,0,0,0.0,0.0 %,Campania,temperature,ITA
"(6, 9]",0,NS,750,1475,0.5084745762711864,50.8 %,Campania,temperature,ITA
"(6, 9]",1,Negative,450,1475,0.3050847457627119,30.5 %,Campania,temperature,ITA
"(6, 9]",2,Positive,275,1475,0.1864406779661017,18.6 %,Campania,temperature,ITA
"(9, 12]",0,NS,2118,3336,0.6348920863309353,63.5 %,Campania,temperature,ITA
"(9, 12]",1,Negative,716,3336,0.2146282973621103,21.5 %,Campania,temperature,ITA
"(9, 12]",2,Positive,502,3336,0.15047961630695444,15.0 %,Campania,temperature,ITA
"(12, 15]",0,NS,2300,3685,0.6241519674355496,62.4 %,Campania,temperature,ITA
"(12, 15]",1,Negative,848,3685,0.23012211668928087,23.0 %,Campania,temperature,ITA
"(12, 15]",2,Positive,537,3685,0.14572591587516961,14.6 %,Campania,temperature,ITA
"(15, 18]",0,NS,1260,2112,0.5965909090909091,59.7 %,Campania,temperature,ITA
"(15, 18]",1,Negative,750,2112,0.35511363636363635,35.5 %,Campania,temperature,ITA
"(15, 18]",2,Positive,102,2112,0.048295454545454544,4.8 %,Campania,temperature,ITA
"(18, 21]",0,NS,1156,2222,0.5202520252025202,52.0 %,Campania,temperature,ITA
"(18, 21]",1,Negative,769,2222,0.3460846084608461,34.6 %,Campania,temperature,ITA
"(18, 21]",2,Positive,297,2222,0.13366336633663367,13.4 %,Campania,temperature,ITA
"(21, 24]",0,NS,1048,2024,0.5177865612648221,51.8 %,Campania,temperature,ITA
"(21, 24]",1,Negative,508,2024,0.2509881422924901,25.1 %,Campania,temperature,ITA
"(21, 24]",2,Positive,468,2024,0.23122529644268774,23.1 %,Campania,temperature,ITA
"(24, 27]",0,NS,1461,2772,0.5270562770562771,52.7 %,Campania,temperature,ITA
"(24, 27]",1,Negative,708,2772,0.2554112554112554,25.5 %,Campania,temperature,ITA
"(24, 27]",2,Positive,603,2772,0.21753246753246752,21.8 %,Campania,temperature,ITA
"(27, 30]",0,NS,810,1474,0.5495251017639078,55.0 %,Campania,temperature,ITA
"(27, 30]",1,Positive,349,1474,0.2367706919945726,23.7 %,Campania,temperature,ITA
"(27, 30]",2,Negative,315,1474,0.21370420624151967,21.4 %,Campania,temperature,ITA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Campania,temperature,ITA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Campania,temperature,ITA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Campania,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Campania,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Campania,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Campania,absolute_humidity,ITA
"(2, 4]",0,Positive,0,0,0.0,0.0 %,Campania,absolute_humidity,ITA
"(2, 4]",1,Negative,0,0,0.0,0.0 %,Campania,absolute_humidity,ITA
"(2, 4]",2,NS,0,0,0.0,0.0 %,Campania,absolute_humidity,ITA
"(4, 6]",0,NS,1618,2322,0.6968130921619293,69.7 %,Campania,absolute_humidity,ITA
"(4, 6]",1,Negative,417,2322,0.17958656330749354,18.0 %,Campania,absolute_humidity,ITA
"(4, 6]",2,Positive,287,2322,0.12360034453057708,12.4 %,Campania,absolute_humidity,ITA
"(6, 8]",0,NS,2598,3644,0.7129527991218442,71.3 %,Campania,absolute_humidity,ITA
"(6, 8]",1,Negative,647,3644,0.17755214050493962,17.8 %,Campania,absolute_humidity,ITA
"(6, 8]",2,Positive,399,3644,0.10949506037321624,10.9 %,Campania,absolute_humidity,ITA
"(8, 10]",0,NS,3197,4763,0.6712156204073063,67.1 %,Campania,absolute_humidity,ITA
"(8, 10]",1,Negative,1008,4763,0.2116313247952971,21.2 %,Campania,absolute_humidity,ITA
"(8, 10]",2,Positive,558,4763,0.1171530547973966,11.7 %,Campania,absolute_humidity,ITA
"(10, 12]",0,NS,2760,4235,0.6517119244391971,65.2 %,Campania,absolute_humidity,ITA
"(10, 12]",1,Negative,1007,4235,0.23778040141676504,23.8 %,Campania,absolute_humidity,ITA
"(10, 12]",2,Positive,468,4235,0.11050767414403778,11.1 %,Campania,absolute_humidity,ITA
"(12, 14]",0,NS,2698,4202,0.6420752022846263,64.2 %,Campania,absolute_humidity,ITA
"(12, 14]",1,Negative,992,4202,0.23607805806758686,23.6 %,Campania,absolute_humidity,ITA
"(12, 14]",2,Positive,512,4202,0.12184673964778676,12.2 %,Campania,absolute_humidity,ITA
"(14, 16]",0,NS,2487,3806,0.6534419337887546,65.3 %,Campania,absolute_humidity,ITA
"(14, 16]",1,Negative,781,3806,0.20520231213872833,20.5 %,Campania,absolute_humidity,ITA
"(14, 16]",2,Positive,538,3806,0.14135575407251708,14.1 %,Campania,absolute_humidity,ITA
"(16, 18]",0,NS,1627,2640,0.6162878787878788,61.6 %,Campania,absolute_humidity,ITA
"(16, 18]",1,Negative,571,2640,0.21628787878787878,21.6 %,Campania,absolute_humidity,ITA
"(16, 18]",2,Positive,442,2640,0.16742424242424242,16.7 %,Campania,absolute_humidity,ITA
"(18, 20]",0,NS,1365,2178,0.6267217630853994,62.7 %,Campania,absolute_humidity,ITA
"(18, 20]",1,Negative,480,2178,0.22038567493112948,22.0 %,Campania,absolute_humidity,ITA
"(18, 20]",2,Positive,333,2178,0.15289256198347106,15.3 %,Campania,absolute_humidity,ITA
"(20, 22]",0,NS,744,1276,0.5830721003134797,58.3 %,Campania,absolute_humidity,ITA
"(20, 22]",1,Negative,267,1276,0.20924764890282133,20.9 %,Campania,absolute_humidity,ITA
"(20, 22]",2,Positive,265,1276,0.20768025078369906,20.8 %,Campania,absolute_humidity,ITA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Emilia-Romagna,temperature,ITA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Emilia-Romagna,temperature,ITA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Emilia-Romagna,temperature,ITA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Emilia-Romagna,temperature,ITA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Emilia-Romagna,temperature,ITA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Emilia-Romagna,temperature,ITA
"(0, 3]",0,NS,624,1012,0.616600790513834,61.7 %,Emilia-Romagna,temperature,ITA
"(0, 3]",1,Negative,229,1012,0.22628458498023715,22.6 %,Emilia-Romagna,temperature,ITA
"(0, 3]",2,Positive,159,1012,0.15711462450592886,15.7 %,Emilia-Romagna,temperature,ITA
"(3, 6]",0,NS,1303,2481,0.5251914550584442,52.5 %,Emilia-Romagna,temperature,ITA
"(3, 6]",1,Negative,677,2481,0.2728738411930673,27.3 %,Emilia-Romagna,temperature,ITA
"(3, 6]",2,Positive,501,2481,0.20193470374848851,20.2 %,Emilia-Romagna,temperature,ITA
"(6, 9]",0,NS,1780,3289,0.5411979325022803,54.1 %,Emilia-Romagna,temperature,ITA
"(6, 9]",1,Negative,801,3289,0.24353906962602614,24.4 %,Emilia-Romagna,temperature,ITA
"(6, 9]",2,Positive,708,3289,0.21526299787169353,21.5 %,Emilia-Romagna,temperature,ITA
"(9, 12]",0,NS,1828,3406,0.5366999412800939,53.7 %,Emilia-Romagna,temperature,ITA
"(9, 12]",1,Negative,866,3406,0.2542571931884909,25.4 %,Emilia-Romagna,temperature,ITA
"(9, 12]",2,Positive,712,3406,0.20904286553141516,20.9 %,Emilia-Romagna,temperature,ITA
"(12, 15]",0,NS,950,1870,0.5080213903743316,50.8 %,Emilia-Romagna,temperature,ITA
"(12, 15]",1,Negative,682,1870,0.36470588235294116,36.5 %,Emilia-Romagna,temperature,ITA
"(12, 15]",2,Positive,238,1870,0.12727272727272726,12.7 %,Emilia-Romagna,temperature,ITA
"(15, 18]",0,NS,1618,2750,0.5883636363636363,58.8 %,Emilia-Romagna,temperature,ITA
"(15, 18]",1,Negative,956,2750,0.34763636363636363,34.8 %,Emilia-Romagna,temperature,ITA
"(15, 18]",2,Positive,176,2750,0.064,6.4 %,Emilia-Romagna,temperature,ITA
"(18, 21]",0,NS,1132,2068,0.5473887814313346,54.7 %,Emilia-Romagna,temperature,ITA
"(18, 21]",1,Negative,677,2068,0.32736943907156674,32.7 %,Emilia-Romagna,temperature,ITA
"(18, 21]",2,Positive,259,2068,0.12524177949709864,12.5 %,Emilia-Romagna,temperature,ITA
"(21, 24]",0,NS,1328,2288,0.5804195804195804,58.0 %,Emilia-Romagna,temperature,ITA
"(21, 24]",1,Negative,552,2288,0.24125874125874125,24.1 %,Emilia-Romagna,temperature,ITA
"(21, 24]",2,Positive,408,2288,0.17832167832167833,17.8 %,Emilia-Romagna,temperature,ITA
"(24, 27]",0,NS,1834,2882,0.6363636363636364,63.6 %,Emilia-Romagna,temperature,ITA
"(24, 27]",1,Positive,556,2882,0.19292158223455932,19.3 %,Emilia-Romagna,temperature,ITA
"(24, 27]",2,Negative,492,2882,0.1707147814018043,17.1 %,Emilia-Romagna,temperature,ITA
"(27, 30]",0,NS,696,1364,0.5102639296187683,51.0 %,Emilia-Romagna,temperature,ITA
"(27, 30]",1,Positive,435,1364,0.3189149560117302,31.9 %,Emilia-Romagna,temperature,ITA
"(27, 30]",2,Negative,233,1364,0.17082111436950145,17.1 %,Emilia-Romagna,temperature,ITA
"(30, 33]",0,NS,205,374,0.5481283422459893,54.8 %,Emilia-Romagna,temperature,ITA
"(30, 33]",1,Negative,110,374,0.29411764705882354,29.4 %,Emilia-Romagna,temperature,ITA
"(30, 33]",2,Positive,59,374,0.15775401069518716,15.8 %,Emilia-Romagna,temperature,ITA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Emilia-Romagna,absolute_humidity,ITA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Emilia-Romagna,absolute_humidity,ITA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Emilia-Romagna,absolute_humidity,ITA
"(2, 4]",0,NS,1152,1650,0.6981818181818182,69.8 %,Emilia-Romagna,absolute_humidity,ITA
"(2, 4]",1,Negative,273,1650,0.16545454545454547,16.5 %,Emilia-Romagna,absolute_humidity,ITA
"(2, 4]",2,Positive,225,1650,0.13636363636363635,13.6 %,Emilia-Romagna,absolute_humidity,ITA
"(4, 6]",0,NS,2417,3402,0.7104644326866549,71.0 %,Emilia-Romagna,absolute_humidity,ITA
"(4, 6]",1,Negative,496,3402,0.1457965902410347,14.6 %,Emilia-Romagna,absolute_humidity,ITA
"(4, 6]",2,Positive,489,3402,0.1437389770723104,14.4 %,Emilia-Romagna,absolute_humidity,ITA
"(6, 8]",0,NS,2748,4411,0.6229879845839945,62.3 %,Emilia-Romagna,absolute_humidity,ITA
"(6, 8]",1,Negative,1040,4411,0.23577420086148265,23.6 %,Emilia-Romagna,absolute_humidity,ITA
"(6, 8]",2,Positive,623,4411,0.14123781455452278,14.1 %,Emilia-Romagna,absolute_humidity,ITA
"(8, 10]",0,NS,2267,3972,0.5707452165156093,57.1 %,Emilia-Romagna,absolute_humidity,ITA
"(8, 10]",1,Negative,1111,3972,0.2797079556898288,28.0 %,Emilia-Romagna,absolute_humidity,ITA
"(8, 10]",2,Positive,594,3972,0.14954682779456194,15.0 %,Emilia-Romagna,absolute_humidity,ITA
"(10, 12]",0,NS,2086,3344,0.6238038277511961,62.4 %,Emilia-Romagna,absolute_humidity,ITA
"(10, 12]",1,Negative,905,3344,0.270633971291866,27.1 %,Emilia-Romagna,absolute_humidity,ITA
"(10, 12]",2,Positive,353,3344,0.1055622009569378,10.6 %,Emilia-Romagna,absolute_humidity,ITA
"(12, 14]",0,NS,2694,3982,0.676544450025113,67.7 %,Emilia-Romagna,absolute_humidity,ITA
"(12, 14]",1,Negative,876,3982,0.21998995479658462,22.0 %,Emilia-Romagna,absolute_humidity,ITA
"(12, 14]",2,Positive,412,3982,0.10346559517830237,10.3 %,Emilia-Romagna,absolute_humidity,ITA
"(14, 16]",0,NS,2107,2838,0.7424242424242424,74.2 %,Emilia-Romagna,absolute_humidity,ITA
"(14, 16]",1,Negative,500,2838,0.17618040873854826,17.6 %,Emilia-Romagna,absolute_humidity,ITA
"(14, 16]",2,Positive,231,2838,0.08139534883720931,8.1 %,Emilia-Romagna,absolute_humidity,ITA
"(16, 18]",0,NS,1916,2464,0.7775974025974026,77.8 %,Emilia-Romagna,absolute_humidity,ITA
"(16, 18]",1,Negative,352,2464,0.14285714285714285,14.3 %,Emilia-Romagna,absolute_humidity,ITA
"(16, 18]",2,Positive,196,2464,0.07954545454545454,8.0 %,Emilia-Romagna,absolute_humidity,ITA
"(18, 20]",0,NS,405,682,0.593841642228739,59.4 %,Emilia-Romagna,absolute_humidity,ITA
"(18, 20]",1,Negative,179,682,0.2624633431085044,26.2 %,Emilia-Romagna,absolute_humidity,ITA
